project,amt_2024_actual,amt_2025_final,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Purchase of two (2)Smart Recliner Chair With Voice Command,0.0,0.0,0.0,2228571.43,0.0,0.0,496,0.90278,0.92075,011100100200,Deputy Governor's Office,32010601,CHAIRS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126049100,Reform of Government and Governance - General
Purchase of five (5)High Back Executive Office Chair - 5pcs - Black,0.0,0.0,0.0,1798200.0,0.0,0.0,497,0.08987,0.10784,011100100200,Deputy Governor's Office,32010601,CHAIRS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126049200,Reform of Government and Governance - General
Purchase of two (5)Ergonomic Office Chair,0.0,0.0,0.0,1080000.0,0.0,0.0,497,0.09886,0.11683,011100100200,Deputy Governor's Office,32010601,CHAIRS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126049300,Reform of Government and Governance - General
Purchase of two (14)Arvil Leather Executive Office Chair,0.0,0.0,0.0,1611428.57,0.0,0.0,497,0.10703,0.125,011100100200,Deputy Governor's Office,32010601,CHAIRS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126049400,Reform of Government and Governance - General
Purchase of six (6)LIVING ROOM FABRIC MADE ROYAL SOFA CHAIR (7 SEATERS),0.0,0.0,0.0,6600000.0,0.0,0.0,497,0.11601,0.13399,011100100200,Deputy Governor's Office,32010601,CHAIRS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126049500,Reform of Government and Governance - General
Purchase of three (3)CONFERENCE TABLE OH012 -24,0.0,0.0,9460000.0,1360000.0,0.0,0.0,497,0.12418,0.14216,011100100200,Deputy Governor's Office,32010602,TABLES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126049600,Reform of Government and Governance - General
Purchase of two (2)EXECUTIVE TABLE 8818,0.0,0.0,0.0,2075000.0,0.0,0.0,497,0.13317,0.15114,011100100200,Deputy Governor's Office,32010602,TABLES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126049700,Reform of Government and Governance - General
Purchase of four (4)EXECUTIVE TABLE BT504,0.0,0.0,0.0,350000.0,0.0,0.0,497,0.14134,0.15931,011100100200,Deputy Governor's Office,32010602,TABLES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126049800,Reform of Government and Governance - General
Purchase of one (1)ELIF ROYAL DINING SET (TABLE & CHAIRS),0.0,0.0,0.0,13000000.0,0.0,0.0,497,0.15033,0.1683,011100100200,Deputy Governor's Office,32010602,TABLES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126049900,Reform of Government and Governance - General
Purchase of three (3)WORK STATION OW01113 -2,0.0,0.0,0.0,1500000.0,0.0,0.0,497,0.15931,0.17729,011100100200,Deputy Governor's Office,32010602,TABLES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126050000,Reform of Government and Governance - General
Purchase of ONE (1)GLOBAL 3-DRAWER FIREPROOFCABINET/COMBINATION LOCK,0.0,1025800.0,0.0,582300.0,0.0,0.0,497,0.16748,0.18546,011100100200,Deputy Governor's Office,32010603,SAFES/ FILE CABINETS/ CUPBOARDS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126050100,Reform of Government and Governance - General
Purchase of one (1)GLOBAL 3-DRAWER FIREPROOFCABINET/GITAL LOCK,0.0,0.0,0.0,500000.0,0.0,0.0,497,0.17647,0.19444,011100100200,Deputy Governor's Office,32010603,SAFES/ FILE CABINETS/ CUPBOARDS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126050200,Reform of Government and Governance - General
"Purchase of one (1)LG82"" TELEVISION",0.0,0.0,0.0,2000000.0,0.0,0.0,497,0.18464,0.20261,011100100200,Deputy Governor's Office,32010604,TELEVISION SETS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126050300,Reform of Government and Governance - General
"Purchase of one (1)HISENSE43""",0.0,2497500.0,0.0,418750.0,0.0,0.0,497,0.19363,0.2116,011100100200,Deputy Governor's Office,32010604,TELEVISION SETS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126050400,Reform of Government and Governance - General
"Purchase of one (1)MACT TV CONSOLE/STAND ""5FT"" LONG BY ""1.5FT"" WIDTH",0.0,0.0,0.0,80000.0,0.0,0.0,497,0.2018,0.21977,011100100200,Deputy Governor's Office,32010604,TELEVISION SETS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126050500,Reform of Government and Governance - General
Purchase of one (1)LG ( LG 2HP Artcool Air Conditioner ),0.0,5858195.2,5200000.0,4000000.0,0.0,0.0,497,0.21078,0.22876,011100100200,Deputy Governor's Office,32010606,AIR CONDITIONER,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126050600,Reform of Government and Governance - General
Purchase of one (1)Inventor ( Inverter Floor Standing Air Condit,0.0,0.0,0.0,3000000.0,0.0,0.0,497,0.21895,0.23693,011100100200,Deputy Governor's Office,32010606,AIR CONDITIONER,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126050700,Reform of Government and Governance - General
Purchase of five (5)Ox ( 26 Inches Industrial Standing Fan ),0.0,645280.0,0.0,650000.0,0.0,0.0,497,0.22794,0.24592,011100100200,Deputy Governor's Office,32010609,CEILING /STANDING/ RECHARGEABLE FANS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126050800,Reform of Government and Governance - General
RENOVATION OF GOVERNMENT OFFICE BUILDING VALLEY VIEW HALL,0.0,74061433.77,0.0,123818655.7,0.0,0.0,497,0.27124,0.28922,011100100300,Government House,32010101,LAND & BUILDINGS - ADMINISTRATIVE,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100126071900,Reform of Government and Governance - General
PURCHASE OF COMPUTER STORAGE DEVICESanDisk SSD ( SanDisk Extreme Portable - 1TB,5027000.0,3619537.5,0.0,12912000.0,0.0,0.0,497,0.27941,0.29739,011100100300,Government House,32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF WATER DISTRIBUTION CHANNELSSubmersible ( Submersible 1.5hp Solar Water,2520900.0,7577600.0,5249470.0,12774000.0,0.0,0.0,497,0.2884,0.30637,011100100300,Government House,32010208,WATER DISTRIBUTION NETWORK,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of waste disposals materials; waste bin, dust pan,",0.0,7994952.38,248460.0,10611288.64,0.0,0.0,497,0.29657,0.31454,011100100300,Government House,32010215,WASTE DISPOSAL EQUIPMENTS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF POWER GENERATING SET,0.0,5436928.0,0.0,17356800.0,0.0,0.0,497,0.30556,0.32353,011100100300,Government House,32010305,POWER GENERATING SETS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF THREE (3) SOLAR PANELS/CONTROLLER/BATTERIES AND CONTROLLER,0.0,8438881.0,0.0,9553200.0,0.0,0.0,497,0.31454,0.33252,011100100300,Government House,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF ONE (1) HILUX 2025SPEC MOTOR VEHICLE,0.0,66607643.0,8493450.0,99000000.0,0.0,0.0,497,0.32271,0.34069,011100100300,Government House,32010405,MOTOR VEHICLES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"PURCHASE OF (8) HP LAPTOPS, 2 DELL LAPTOPS AND 4 DESK TOP COMPUTERS",2144420.0,8258757.56,249950.0,12612000.0,0.0,0.0,497,0.3317,0.34967,011100100300,Government House,32010501,COMPUTERS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 12 HP PRINTER,498970.0,3121024.0,0.0,7344000.0,0.0,0.0,497,0.33987,0.35784,011100100300,Government House,32010502,PRINTERS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 6 HP SCANERS,0.0,2053056.0,0.0,3432000.0,0.0,0.0,497,0.34886,0.36683,011100100300,Government House,32010503,SCANNERS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 5 SHARP PHOTOCOPIERS,0.0,3431232.0,0.0,8442600.0,0.0,0.0,497,0.35703,0.375,011100100300,Government House,32010505,PHOTOCOPIERS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 8 BLUEGATE AND 4 MERCURY ELITE UPS,0.0,3451086.0,0.0,4920000.0,0.0,0.0,497,0.36601,0.38399,011100100300,Government House,32010551,U.P.S,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"PURCHASE OF 8SCANDISK 2TB, 10 SEAGATE 2TB 6 TRANSCEND 4TB HARD DRIVE COMPUTER STORAGE DEVICE",0.0,2261800.0,0.0,6952800.0,0.0,0.0,497,0.375,0.39297,011100100300,Government House,32010552,COMPUTER STORAGE DEVICES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF SIX (6) DELL HIGH CZPACITY COMPUTER NETWORKING EQUIPMENT,0.0,4812900.0,0.0,8046000.0,0.0,0.0,497,0.38317,0.40114,011100100300,Government House,32010553,NETWORKING DEVICES/PERIPHERALS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF THREE (3) MOTORISED LAWN MOVERS,2207334.0,2591776.0,384000.0,11100000.0,0.0,0.0,497,0.39216,0.41013,011100100300,Government House,32010555,OTHER EQUIPMENTS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"PURCHASE OF 10 ERGONOMIC CHAIR, 40 EXECUTIVE OFFICE CHAIRS",1223385.0,4740724.16,372500.0,8726400.0,0.0,0.0,497,0.40033,0.4183,011100100300,Government House,32010601,CHAIRS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 28 EXECUTIVE OFFICE TABLES,754875.0,5535200.0,619925.0,8507899.08,0.0,0.0,497,0.40931,0.42729,011100100300,Government House,32010602,TABLES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 20 FILE CABINETS,498965.0,5930373.31,250000.0,6388662.89,0.0,0.0,497,0.41748,0.43546,011100100300,Government House,32010603,SAFES/ FILE CABINETS/ CUPBOARDS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 32 HISENSE 43'' AND 32'' TELEVISION SET,1410065.0,8224803.35,1838000.0,12931260.0,0.0,0.0,497,0.42647,0.44444,011100100300,Government House,32010604,TELEVISION SETS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 12 1.5HP HISENSE AND 6 2HP FLOUR STANDING HISENSE AIR CONDITIONER,0.0,9847091.2,3510000.0,10553688.0,0.0,0.0,497,0.43464,0.45261,011100100300,Government House,32010606,AIR CONDITIONER,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 10 QASA CEILING FAN AND 20 QASA RECHACHABLE FAN/CEILING FAN,248460.0,1419616.0,749345.0,2292000.0,0.0,0.0,497,0.44363,0.4616,011100100300,Government House,32010609,CEILING /STANDING/ RECHARGEABLE FANS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 24 HISENSE REFRIGIRATOR,743538.0,9711760.0,756000.0,9798912.0,0.0,0.0,497,0.45261,0.47059,011100100300,Government House,32010610,REFRIDGERATORS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
PURCHASE OF 8 FIRE PROOF SAFE,0.0,4373049.36,0.0,5405063.39,0.0,0.0,497,0.46078,0.47876,011100100300,Government House,32010650,FIRE PROOF SAFES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"PROCUREMENT OF FIVE (5) ROAD SIGNS (STOP SIGN, CROSSBUCK SIGN) PER LG ACROSS THE 20 LOCAL GOVERNMENT OF THE STATE",0.0,360100000.0,0.0,20731860.0,0.0,0.0,497,0.50408,0.52206,011100100500,Ogun State Road Safety Advisory Council (Office of the Deputy Governor),32010202,ROADS & BRIDGES,70451,ROAD TRANSPORT,62742100,State wide,13100126092300,Reform of Government and Governance - General
"Partitioning of Office and Toilets @ N5,705,000 and Painting of Offices with workmanship @ N1,128,",0.0,0.0,0.0,6833449.0,0.0,0.0,497,0.54739,0.56536,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010101,LAND & BUILDINGS - ADMINISTRATIVE70111 - EXECUTIVE AND LEGISLATIVE ORGANS,,449,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Rehabilitation of 12 Nos Primary Health Centrres across the 4 divisions of the State N35,728,425.71",0.0,420004710.0,501270.0,428741108.58,0.0,0.0,497,0.55556,0.57353,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010150,LAND & BUILDINGS - HOSPITALS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Renovation of 18Nos of Classrooms for pupils across the 4 Divisions of the State @ N14,967,951.11",0.0,588154400.0,0.0,449423119.92,0.0,0.0,497,0.56454,0.58252,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010151,LAND & BUILDINGS - SCHOOLS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Construction of 2 SDG Youth Recreational Centres each in 4 Divisions in the State @ N83,991,176.65",0.0,0.0,0.0,671929413.2,0.0,0.0,497,0.57271,0.59069,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010153,LAND & BUILDINGS - SPORTING FACILTIES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
Construction/ Rehabilitation of 12 Nos of Solar Powered Boreholes across the 4 Divisions of the State,0.0,394942560.0,0.0,157710178.61,0.0,0.0,497,0.5817,0.59967,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010214,BOREHOLES & OTHER WATER FACILITIES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
Purchase of Power Generating set,0.0,281993080.0,0.0,0.0,0.0,0.0,497,0.59069,0.60866,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010305,POWER GENERATING SETS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 80 Nos Solar Panels @ N148,866.77, 10 Nos 5KVA Inverter@ N918,720.64, 45 Nos 300AH Batteries @N428,293.95, 40 Nos 80AMPS Charger controllers @ N391,306.94, Installation and provision of Solar powered Street lights",0.0,190083200.0,0.0,160470382.91,0.0,0.0,497,0.59886,0.61683,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of JAC T6 2025 Black/ Pick up Truck @ N79,830,000",0.0,85850400.81,0.0,79830000.0,0.0,0.0,497,0.60784,0.62582,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010405,MOTOR VEHICLES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 4 Nos HP-200 G4, All-in-one-intel pentium @ N1,026,900",0.0,4343445.0,0.0,4107600.0,0.0,0.0,497,0.61601,0.63399,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010501,COMPUTERS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 9 Nos Olax Smart Mini Printers @ N179,363.83",0.0,1197260.8,0.0,727036.98,0.0,0.0,497,0.625,0.64297,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010502,PRINTERS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 11 Nos Sharp Digital Muiltifunctional Photcopier @ N1,302,864.2",0.0,1838160.0,0.0,14331506.22,0.0,0.0,497,0.63317,0.65114,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010505,PHOTOCOPIERS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 1 No Projector with stand @ N1,779,960.00",0.0,2322830.4,0.0,1779960.0,0.0,0.0,497,0.64216,0.66013,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010508,PROJECTORS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 5 Nos Binding equipment @ N711,551",0.0,800000.0,0.0,754751.0,0.0,0.0,497,0.65033,0.6683,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010509,BINDING EQUIPMENT,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 3Nos CISCO Routher with firepower services @ N570,500",0.0,0.0,0.0,1711500.0,0.0,0.0,497,0.65931,0.67729,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010550,ROUTERS/SWITCHES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of HP UPS @ N301,224.00",0.0,678540.0,0.0,1204896.0,0.0,0.0,497,0.6683,0.68627,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010551,U.P.S,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 20 Nos Storage Devices @ N1,812,214.71",0.0,302450.0,0.0,10884533.91,0.0,0.0,497,0.67647,0.69444,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010552,COMPUTER STORAGE DEVICES,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Procurement of 400Nos Sewing Machines @ N150,428.47, 500 Nos Hair Dryres @N103,904.87, 450 Nos Clippers @ N53,509.68 and 400 Nos Mechanical working tools @ N66,632.95 across the 4 divisions of the State",0.0,647641300.0,390600.0,162856356.65,0.0,0.0,497,0.68546,0.70343,011100500100,Office of the Senior Special Assistant to the Governor- SDG/CGS,32010555,OTHER EQUIPMENTS,70111,EXECUTIVE AND LEGISLATIVE ORGANS,62742100,State wide,13100113100100,Reform of Government and Governance - General
