project,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_proposal,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_covid,amt_2026_tag_justice,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Procurement of 1No. 2.5KVA Mikano Generating set,3300000.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,198,0.63971,0.65768,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010119,PURCHASE OF POWER GENERATING SET,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13141800,Statewide,03100122000900,Poverty Alleviation - General
"Procurement of 17No. BVN Machines @N600,000.00",10200000.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,198,0.64624,0.66422,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13141800,Statewide,03100122001000,Poverty Alleviation - General
Procurement of 1No. Video Cameras,300000.0,0.0,0.0,300000.0,300000.0,0.0,0.0,0.0,0.0,198,0.65359,0.67157,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010128,PURCHASE OF SECURITY EQUIPMENT,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13141800,Statewide,03100122001100,Poverty Alleviation - General
GIZ SKYE (LMIS) 20 Panel Solar System & Installation,3750000.0,0.0,0.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,198,0.66013,0.6781,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13141800,Statewide,03100122001300,Poverty Alleviation - General
Building of 3 No Microfinance Development Fund offices for micro industries business enabling environment Programme,50000000.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,198,0.66748,0.68546,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13141800,Statewide,03100122001500,Poverty Alleviation - General
"Procurement of Starter Packs (20,000 Soap Making Chemicals, 20,000 Honey Extractor) - Cares Programme RA3 - DLI 1",950000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,0.67402,0.69199,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13141800,Statewide,03100122001800,Poverty Alleviation - General
"Procurement of 20,000 No Hair Dryers, 20,000 Wahing Basins and other Saloon Equipments (Cares Programme RA3 - DLI 2)",1020000000.0,0.0,255273145.34,0.0,0.0,0.0,0.0,0.0,0.0,198,0.68056,0.69853,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13141800,Statewide,03100122001900,Poverty Alleviation - General
"Procurement of 10,000 No Sewing Machine and Starter Packs for Trained Beneficiaries in MSMEs (Cares Programme RA3 - DLI 3)",1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,0.68791,0.70588,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13141800,Statewide,03100122002000,Poverty Alleviation - General
Procurement of 100 No Grinding Machines -Langtang North Constituency,20000000.0,0.0,3208000.0,0.0,0.0,0.0,0.0,0.0,0.0,198,0.69444,0.71242,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13130900,LANGTANG NORTH,03100122002000,Poverty Alleviation - General
Procurement of 100 No Grinding Machines -Jos East Constituency,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,0.7018,0.71977,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13110400,JOS EAST,03100122002000,Poverty Alleviation - General
Procurement of 100 No Grinding Machines -Kanke Constituency,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,0.70833,0.72631,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13120800,KANKE,03100122002000,Poverty Alleviation - General
Procurement of 100 No Grinding Machines -Langtang North Central Constituency,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,0.71487,0.73284,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,13130900,LANGTANG NORTH,03100122002000,Poverty Alleviation - General
"Purchase of 15000No. Itel P70 Android Phones, Access to Market for Nano, Micro, Small & Medium Businesses",0.0,0.0,0.0,2930840680.0,2930840680.0,0.0,0.0,0.0,0.0,198,0.72222,0.7402,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010132,PUBLIC ADDRESS SYSTEM AND RELATED ITEMS,70161,GENERAL PUBLIC SERVICES N.E.C.,13141800,Statewide,03100122001100,Poverty Alleviation - General
Procurement of 4000No Infinix Smart7 Android Phones (NG-CARES),0.0,0.0,0.0,616000000.0,616000000.0,0.0,0.0,0.0,0.0,198,0.72876,0.74673,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010132,PUBLIC ADDRESS SYSTEM AND RELATED ITEMS,70161,GENERAL PUBLIC SERVICES N.E.C.,13141800,Statewide,03100122000400,Poverty Alleviation - General
Procurement of 2000No HP Laptops for Small and Medium Businesses (NG-CARES),0.0,0.0,0.0,672000000.0,672000000.0,0.0,0.0,0.0,0.0,198,0.73611,0.75408,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010113,PURCHASE OF COMPUTERS,70161,GENERAL PUBLIC SERVICES N.E.C.,13141800,Statewide,03100122000400,Poverty Alleviation - General
procurement of 2No of 2025 model Hilux for project operations,0.0,0.0,0.0,200000000.0,200000000.0,0.0,0.0,0.0,0.0,198,0.74265,0.76062,011103100100,PLATEAU STATE MICROFINANCE DEVELOPMENT AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010106,PURCHASE OF VANS,70161,GENERAL PUBLIC SERVICES N.E.C.,13141800,Statewide,03100122000400,Poverty Alleviation - General
Procurement of 1No Hilux Truck,140000000.0,0.0,0.0,70000000.0,70000000.0,0.0,0.0,0.0,0.0,198,0.78431,0.80229,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010105,PURCHASE OF MOTOR VEHICLES,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13110500,JOS NORTH,03100122002100,Poverty Alleviation - General
"Procurement of 5No Desktop Computers, 5No Laptops, 5No Printers, 5No UPS & Equipment",15000000.0,0.0,0.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,198,0.79085,0.80882,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010113,PURCHASE OF COMPUTERS,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13110500,JOS NORTH,06100122000500,Housing and Urban Development - General
Procurement of 1No Mikano Generator,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,0.79739,0.81536,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010119,PURCHASE OF POWER GENERATING SET,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13110500,JOS NORTH,03100122002200,Poverty Alleviation - General
Renovation and furnishing of Infrastructure Promotion and Regulatory Agency,160000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,0.80474,0.82271,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13110500,JOS NORTH,03100122002400,Poverty Alleviation - General
Procurement of 4No. HP Laserjet M22 5dw Printers and 4No. UPS,15000000.0,0.0,0.0,5243600.0,5243600.0,0.0,0.0,0.0,0.0,198,0.81127,0.82925,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010113,PURCHASE OF COMPUTERS,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13110500,JOS NORTH,03100122002500,Poverty Alleviation - General
"Building of Potato Value Chain Support Tissue Cultural Laboratory, Mangu",300000000.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,198,0.81863,0.8366,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13121100,MANGU,03100122002500,Poverty Alleviation - General
"Building of Potato Processing Centre Heipang, Barkin Ladi",125000000.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,198,0.82516,0.84314,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13110100,BARKIN LADI,03100122002500,Poverty Alleviation - General
"Building of Potato Processing Centre, Mangu",125000000.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,198,0.8317,0.84967,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13121100,MANGU,03100122002500,Poverty Alleviation - General
"Building of Potato Processing Centre, Bokkos",125000000.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,198,0.83905,0.85703,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13120300,BOKKOS,03100122002500,Poverty Alleviation - General
Procurement and Installation of 10KVA Solar Power System,0.0,0.0,0.0,15000000.0,15000000.0,0.0,0.0,0.0,0.0,198,0.84559,0.86356,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13141800,Statewide,03100122002200,Poverty Alleviation - General
Renovation of Infrastructure Promotion and Regulatory Agency,0.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,198,0.85294,0.87092,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13141800,Statewide,03100122002200,Poverty Alleviation - General
"Procurement of 20No Tables, 20No Chairs, and 14No Office File Cabinets",0.0,0.0,0.0,24200000.0,24200000.0,0.0,0.0,0.0,0.0,198,0.85948,0.87745,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13141800,Statewide,03100122002200,Poverty Alleviation - General
Procurement of 8No of Television Set,0.0,0.0,0.0,5800000.0,5800000.0,0.0,0.0,0.0,0.0,198,0.86601,0.88399,011103200100,INFRASTRUCTURE PROMOTION AND REGULATORY AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010132,PUBLIC ADDRESS SYSTEM AND RELATED ITEMS,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,13141800,Statewide,03100122002200,Poverty Alleviation - General
"Acquisition of3No LG Flat Screen TV, 2No LG Refrigerator, 3No LG Air conditioners, 5No Table, 8No Chairs, 3No. Fire proof Cabinets",22000000.0,0.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,199,0.08987,0.10784,011103300100,PLATEAU STATE AIDS CONTROL AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70741,PUBLIC HEALTH SERVICES,13110600,JOS SOUTH,04010222000104,Human and institutional capacity performance management
Procurement of 1No Photocopier,1000000.0,0.0,0.0,2350000.0,2350000.0,0.0,0.0,0.0,0.0,199,0.09641,0.11438,011103300100,PLATEAU STATE AIDS CONTROL AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70741,PUBLIC HEALTH SERVICES,13110600,JOS SOUTH,04010222000204,Human and institutional capacity performance management
Procurement of 1No 3.5KVA Generator,1500000.0,0.0,0.0,2450000.0,2450000.0,0.0,0.0,0.0,0.0,199,0.10376,0.12173,011103300100,PLATEAU STATE AIDS CONTROL AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010119,PURCHASE OF POWER GENERATING SET,70741,PUBLIC HEALTH SERVICES,13110600,JOS SOUTH,04010222000304,Human and institutional capacity performance management
"Procurement of health medical Equipment, 100,000No. HIV Self Test Kits",23000000.0,0.0,46000000.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.11029,0.12827,011103300100,PLATEAU STATE AIDS CONTROL AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70741,PUBLIC HEALTH SERVICES,13110600,JOS SOUTH,04050222000101,Planned Preventive Maintenance (PPM)
Procurement of 1No Hilux Van,0.0,0.0,0.0,70000000.0,70000000.0,0.0,0.0,0.0,0.0,199,0.11683,0.1348,011103300100,PLATEAU STATE AIDS CONTROL AGENCY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010106,PURCHASE OF VANS,70761,HEALTH N.E.C.,13110600,JOS SOUTH,04010425000102,Integrated supportive supervision
Purchase of 1No. Vehicle Hilux Pick-Up Van,70000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.1585,0.17647,011103500100,PLATEAU STATE PENSION BOARD 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010105,PURCHASE OF MOTOR VEHICLES,71021,OLD AGE,13110500,JOS NORTH,13100122001900,Reform of Government and Governance - General
Renovation of Plateau State Pension Board Office Complex,5000000.0,0.0,0.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,199,0.16503,0.18301,011103500100,PLATEAU STATE PENSION BOARD 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,71021,OLD AGE,13110500,JOS NORTH,13100122002000,Reform of Government and Governance - General
Purchase of Biometric Data Capture Machine for Plateau state Pension Board,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.17239,0.19036,011103500100,PLATEAU STATE PENSION BOARD 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010113,PURCHASE OF COMPUTERS,71021,OLD AGE,13110500,JOS NORTH,13100122002100,Reform of Government and Governance - General
Acquisition of Electronic Security Gadgets (plus Trackers),500000000.0,0.0,0.0,500000000.0,900000000.0,0.0,0.0,0.0,0.0,199,0.21324,0.23121,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,13141800,Statewide,13100122002200,Reform of Government and Governance - General
Procurement of 2No. Armoured Personnel Carriers (APC),1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.22059,0.23856,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,13141800,Statewide,13100122002300,Reform of Government and Governance - General
Procurement of Bomb Detecting Equipment covering a distance of 50km Radius,200000000.0,0.0,0.0,250000000.0,250000000.0,0.0,0.0,0.0,0.0,199,0.22712,0.2451,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,13141800,Statewide,13100122002400,Reform of Government and Governance - General
"Establishment and construction of Security Outpost at Manguna, Daffo, Maikatako and Mushu (Citizen Budget) in Bokkos",150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.23448,0.25245,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,13120300,BOKKOS,13100122002700,Reform of Government and Governance - General
Procurement of 2No Bullet Proof Hilux,300000000.0,0.0,0.0,350000000.0,350000000.0,0.0,0.0,0.0,0.0,199,0.24101,0.25899,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010105,PURCHASE OF MOTOR VEHICLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,13141800,Statewide,13100122003100,Reform of Government and Governance - General
Construction of Armoury,300000000.0,0.0,0.0,400000000.0,400000000.0,0.0,0.0,0.0,0.0,199,0.24755,0.26552,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,13141800,Statewide,13100122003400,Reform of Government and Governance - General
Procurment of 2No. Operational Hilux Vehicles,700000000.0,0.0,0.0,150000000.0,150000000.0,0.0,0.0,0.0,0.0,199,0.2549,0.27288,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010107,PURCHASE OF TRUCKS,70361,PUBLIC ORDER AND SAFETY N.E.C.,13141800,Statewide,13100122003500,Reform of Government and Governance - General
"Mounting of Check-points at Strategic Points of Chgwong, Kadung and Fler Road (Citizen Budget)",10000000.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,199,0.26144,0.27941,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020114,CONSTRUCTION / PROVISION OF ROADS,70361,PUBLIC ORDER AND SAFETY N.E.C.,13141800,Statewide,13100122003600,Reform of Government and Governance - General
"Establishment of Police Station in Shonong, Bachi and Gura (Citizen Budget)",10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.26879,0.28676,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,13111500,RIYOM,13100122003700,Reform of Government and Governance - General
Improving Security Architecture (Vilantae) in Jos North LGA (Citizen Budget),10000000.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,199,0.27533,0.2933,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030118,REHABILITATION / REPAIRS - RECREATIONAL FACILITIES,70361,PUBLIC ORDER AND SAFETY N.E.C.,13110500,JOS NORTH,13100122003800,Reform of Government and Governance - General
"Purchase of 14No Laptops @N900,000.00 each",12600000.0,0.0,840000.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.28186,0.29984,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010113,PURCHASE OF COMPUTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,13110500,JOS NORTH,13100122002500,Reform of Government and Governance - General
"Procurement of 3No. Printers @N850,000.00 each",2550000.0,0.0,980000.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.28922,0.30719,011108400100,PLATEAU STATE OPERATION RAINBOW 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010114,PURCHASE OF COMPUTER PRINTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,13110500,JOS NORTH,13100122002500,Reform of Government and Governance - General
